Tract,Year,County,type,CRA Eligible,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",Geoid
4001.0,2013,Alameda County,high,not eligible,0.0,0,0.9736842105263158,74,0.0,0,0.02631578947368421,2,6001400100
4002.0,2013,Alameda County,high,not eligible,0.0,0,1.0,29,0.0,0,0.0,0,6001400200
4003.0,2013,Alameda County,mid,not eligible,0.0,0,1.0,73,0.0,0,0.0,0,6001400300
4004.0,2013,Alameda County,mid,not eligible,0.0,0,0.9705882352941176,66,0.0,0,0.029411764705882353,2,6001400400
4005.0,2013,Alameda County,mod,eligible,0.8536585365853658,35,0.0,0,0.14634146341463414,6,0.0,0,6001400500
4006.0,2013,Alameda County,mod,eligible,0.875,21,0.0,0,0.125,3,0.0,0,6001400600
4007.0,2013,Alameda County,mod,eligible,0.86,86,0.0,0,0.14,14,0.0,0,6001400700
4008.0,2013,Alameda County,mod,eligible,0.8305084745762712,49,0.0,0,0.1694915254237288,10,0.0,0,6001400800
4009.0,2013,Alameda County,mod,eligible,0.8108108108108109,30,0.0,0,0.1891891891891892,7,0.0,0,6001400900
4010.0,2013,Alameda County,mod,eligible,0.8070175438596491,92,0.0,0,0.19298245614035087,22,0.0,0,6001401000
4011.0,2013,Alameda County,mod,eligible,0.8793103448275862,51,0.0,0,0.1206896551724138,7,0.0,0,6001401100
4012.0,2013,Alameda County,mid,not eligible,0.0,0,0.9487179487179487,37,0.0,0,0.05128205128205128,2,6001401200
4013.0,2013,Alameda County,low,eligible,0.959349593495935,118,0.0,0,0.04065040650406504,5,0.0,0,6001401300
4014.0,2013,Alameda County,low,eligible,0.6346153846153846,33,0.0,0,0.36538461538461536,19,0.0,0,6001401400
4015.0,2013,Alameda County,low,eligible,0.6,36,0.0,0,0.4,24,0.0,0,6001401500
4016.0,2013,Alameda County,mod,eligible,0.7307692307692307,19,0.0,0,0.2692307692307692,7,0.0,0,6001401600
4017.0,2013,Alameda County,mod,eligible,0.7792207792207793,60,0.0,0,0.22077922077922077,17,0.0,0,6001401700
4018.0,2013,Alameda County,low,eligible,0.8947368421052632,17,0.0,0,0.10526315789473684,2,0.0,0,6001401800
4022.0,2013,Alameda County,mod,eligible,0.6944444444444444,25,0.0,0,0.3055555555555556,11,0.0,0,6001402200
4024.0,2013,Alameda County,low,eligible,0.9473684210526315,18,0.0,0,0.05263157894736842,1,0.0,0,6001402400
4025.0,2013,Alameda County,low,eligible,0.6666666666666666,4,0.0,0,0.3333333333333333,2,0.0,0,6001402500
4026.0,2013,Alameda County,low,eligible,1.0,6,0.0,0,0.0,0,0.0,0,6001402600
4027.0,2013,Alameda County,mod,eligible,0.7777777777777778,7,0.0,0,0.2222222222222222,2,0.0,0,6001402700
4028.0,2013,Alameda County,low,eligible,0.7777777777777778,42,0.0,0,0.2222222222222222,12,0.0,0,6001402800
4029.0,2013,Alameda County,low,eligible,0.3333333333333333,1,0.0,0,0.6666666666666666,2,0.0,0,6001402900
4030.0,2013,Alameda County,low,eligible,0.5862068965517241,17,0.0,0,0.41379310344827586,12,0.0,0,6001403000
4031.0,2013,Alameda County,mod,eligible,0.7222222222222222,13,0.0,0,0.2777777777777778,5,0.0,0,6001403100
4033.0,2013,Alameda County,mod,eligible,0.88,66,0.0,0,0.12,9,0.0,0,6001403300
4034.0,2013,Alameda County,mod,eligible,0.8571428571428571,24,0.0,0,0.14285714285714285,4,0.0,0,6001403400
4035.01,2013,Alameda County,low,eligible,0.8913043478260869,41,0.0,0,0.10869565217391304,5,0.0,0,6001403501
4035.02,2013,Alameda County,mid,not eligible,0.0,0,0.7714285714285715,27,0.0,0,0.22857142857142856,8,6001403502
4036.0,2013,Alameda County,mod,eligible,0.8135593220338984,48,0.0,0,0.1864406779661017,11,0.0,0,6001403600
4037.01,2013,Alameda County,mid,not eligible,0.0,0,0.6363636363636364,14,0.0,0,0.36363636363636365,8,6001403701
4037.02,2013,Alameda County,mod,eligible,0.9090909090909091,20,0.0,0,0.09090909090909091,2,0.0,0,6001403702
4038.0,2013,Alameda County,high,not eligible,0.0,0,1.0,38,0.0,0,0.0,0,6001403800
4039.0,2013,Alameda County,mid,not eligible,0.0,0,0.9397590361445783,78,0.0,0,0.060240963855421686,5,6001403900
4040.0,2013,Alameda County,mid,not eligible,0.0,0,0.7555555555555555,34,0.0,0,0.24444444444444444,11,6001404000
4041.01,2013,Alameda County,high,not eligible,0.0,0,0.8780487804878049,36,0.0,0,0.12195121951219512,5,6001404101
4041.02,2013,Alameda County,mod,eligible,0.9090909090909091,20,0.0,0,0.09090909090909091,2,0.0,0,6001404102
4042.0,2013,Alameda County,high,not eligible,0.0,0,0.9651162790697675,83,0.0,0,0.03488372093023256,3,6001404200
4043.0,2013,Alameda County,high,not eligible,0.0,0,1.0,74,0.0,0,0.0,0,6001404300
4044.0,2013,Alameda County,high,not eligible,0.0,0,0.9625,154,0.0,0,0.0375,6,6001404400
4045.01,2013,Alameda County,high,not eligible,0.0,0,1.0,33,0.0,0,0.0,0,6001404501
4045.02,2013,Alameda County,high,not eligible,0.0,0,0.9820359281437125,164,0.0,0,0.017964071856287425,3,6001404502
4046.0,2013,Alameda County,high,not eligible,0.0,0,0.9844961240310077,127,0.0,0,0.015503875968992248,2,6001404600
4047.0,2013,Alameda County,high,not eligible,0.0,0,0.9833333333333333,59,0.0,0,0.016666666666666666,1,6001404700
4048.0,2013,Alameda County,high,not eligible,0.0,0,0.8780487804878049,36,0.0,0,0.12195121951219512,5,6001404800
4049.0,2013,Alameda County,mod,eligible,0.925531914893617,87,0.0,0,0.07446808510638298,7,0.0,0,6001404900
4050.0,2013,Alameda County,high,not eligible,0.0,0,0.9876543209876543,80,0.0,0,0.012345679012345678,1,6001405000
4051.0,2013,Alameda County,high,not eligible,0.0,0,1.0,96,0.0,0,0.0,0,6001405100
4052.0,2013,Alameda County,mod,eligible,0.8103448275862069,47,0.0,0,0.1896551724137931,11,0.0,0,6001405200
4053.01,2013,Alameda County,mod,eligible,0.9615384615384616,25,0.0,0,0.038461538461538464,1,0.0,0,6001405301
4053.02,2013,Alameda County,low,eligible,0.7777777777777778,7,0.0,0,0.2222222222222222,2,0.0,0,6001405302
4054.01,2013,Alameda County,low,eligible,0.8095238095238095,17,0.0,0,0.19047619047619047,4,0.0,0,6001405401
4054.02,2013,Alameda County,mod,eligible,0.7,7,0.0,0,0.3,3,0.0,0,6001405402
4055.0,2013,Alameda County,mod,eligible,0.8709677419354839,27,0.0,0,0.12903225806451613,4,0.0,0,6001405500
4056.0,2013,Alameda County,mod,eligible,0.65,13,0.0,0,0.35,7,0.0,0,6001405600
4057.0,2013,Alameda County,mod,eligible,0.75,36,0.0,0,0.25,12,0.0,0,6001405700
4058.0,2013,Alameda County,low,eligible,0.5,18,0.0,0,0.5,18,0.0,0,6001405800
4059.01,2013,Alameda County,low,eligible,0.5238095238095238,11,0.0,0,0.47619047619047616,10,0.0,0,6001405901
4059.02,2013,Alameda County,low,eligible,0.6923076923076923,9,0.0,0,0.3076923076923077,4,0.0,0,6001405902
4060.0,2013,Alameda County,low,eligible,0.8125,13,0.0,0,0.1875,3,0.0,0,6001406000
4061.0,2013,Alameda County,mod,eligible,0.5185185185185185,14,0.0,0,0.48148148148148145,13,0.0,0,6001406100
4062.01,2013,Alameda County,low,eligible,0.4444444444444444,8,0.0,0,0.5555555555555556,10,0.0,0,6001406201
4062.02,2013,Alameda County,low,eligible,0.625,5,0.0,0,0.375,3,0.0,0,6001406202
4063.0,2013,Alameda County,low,eligible,0.5,14,0.0,0,0.5,14,0.0,0,6001406300
4064.0,2013,Alameda County,low,eligible,0.6842105263157895,13,0.0,0,0.3157894736842105,6,0.0,0,6001406400
4065.0,2013,Alameda County,low,eligible,0.5142857142857142,36,0.0,0,0.4857142857142857,34,0.0,0,6001406500
4066.01,2013,Alameda County,mod,eligible,0.7222222222222222,39,0.0,0,0.2777777777777778,15,0.0,0,6001406601
4066.02,2013,Alameda County,low,eligible,0.9047619047619048,19,0.0,0,0.09523809523809523,2,0.0,0,6001406602
4067.0,2013,Alameda County,mid,not eligible,0.0,0,0.9323308270676691,124,0.0,0,0.06766917293233082,9,6001406700
4068.0,2013,Alameda County,mid,not eligible,0.0,0,0.84375,54,0.0,0,0.15625,10,6001406800
4069.0,2013,Alameda County,mid,not eligible,0.0,0,0.922077922077922,71,0.0,0,0.07792207792207792,6,6001406900
